000f008d4cf6eefe8f464d94, 989d7ab14ed1bb501b2cb3bfba79ad57, ILSVRC/Data/CLS-LOC/train/n02113712/n02113712_2928.JPEG, ILSVRC/Data/CLS-LOC/train/n02113624/n02113624_4165.JPEG
001ef76404bbea7c7f3a988a, 292590c20a8826d33202f45de9d753a9, ILSVRC/Data/CLS-LOC/train/n02791270/n02791270_6785.JPEG, ILSVRC/Data/CLS-LOC/train/n02791124/n02791124_2392.JPEG
000c66715476bcfe6c025ec2, 1a45f689eebe93eda51d38dbf80a2792, ILSVRC/Data/CLS-LOC/train/n01693334/n01693334_284.JPEG, ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00091927.JPEG
0014342d1436d42fad321ce2, 776e3ffe19901062d6fadbe2b02f700b, ILSVRC/Data/CLS-LOC/train/n03710721/n03710721_5121.JPEG, ILSVRC/Data/CLS-LOC/train/n03710637/n03710637_2362.JPEG
001575df08db9a943d0a20d7, 8dc00c8f9b47b191362d1aed647cbe49, ILSVRC/Data/CLS-LOC/train/n03787032/n03787032_3132.JPEG, ILSVRC/Data/CLS-LOC/train/n02669723/n02669723_3222.JPEG
002496a0c996eb5fc2a2cc27, 1d87fa75634133b853c25cee1c75aa2c, ILSVRC/Data/CLS-LOC/train/n02091831/n02091831_3888.JPEG, ILSVRC/Data/CLS-LOC/train/n02090622/n02090622_2962.JPEG
00459f437bd223d82a8d489d, 67328622bcf06731160d5fd8e9542564, ILSVRC/Data/CLS-LOC/train/n02120079/n02120079_9977.JPEG, ILSVRC/Data/CLS-LOC/train/n02114548/n02114548_8547.JPEG
003025d9a017a0e401928b2e, 81d1aa730a3f72abbea2a71fbae618a8, ILSVRC/Data/CLS-LOC/train/n06874185/n06874185_18565.JPEG, ILSVRC/Data/CLS-LOC/train/n03895866/n03895866_91295.JPEG
0039316f6fee6cc435d66584, bbbbed34179b834a6f2171ce34cdf28c, ILSVRC/Data/CLS-LOC/train/n01729977/n01729977_12177.JPEG, ILSVRC/Data/CLS-LOC/train/n01749939/n01749939_512.JPEG
004570bd2fda81d12bc36416, 03399d18c46dd971feb67486c5f275a2, ILSVRC/Data/CLS-LOC/train/n03782006/n03782006_19100.JPEG, ILSVRC/Data/CLS-LOC/train/n04152593/n04152593_46583.JPEG
005530fc49d9bfa28012ab94, 047b6fa79150ee37b156712f7f35c81d, ILSVRC/Data/CLS-LOC/train/n01807496/n01807496_5581.JPEG, ILSVRC/Data/CLS-LOC/train/n01797886/n01797886_15641.JPEG
005c3b202764cc0c2db7911e, baaf7f46105753cc1abdfdb2b82457e1, ILSVRC/Data/CLS-LOC/train/n01773549/n01773549_4597.JPEG, ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00090172.JPEG
